MDL Changsha Major,726228,Zeng ''Ori'' Jiaoyang?,3rd
ESL One Birmingham 2018,726228,Zeng ''Ori'' Jiaoyang?,10-12th
China Dota2 Supermajor,726228,Zeng ''Ori'' Jiaoyang?,5-6th
The International 2018,726228,Zeng ''Ori'' Jiaoyang?,9-12th
The Kuala Lumpur Major,726228,Zeng ''Ori'' Jiaoyang?,7-8th
The Chongqing Major,726228,Zeng ''Ori'' Jiaoyang?,7-8th
DreamLeague Season 11,726228,Zeng ''Ori'' Jiaoyang?,1st
MDL Disneyland? Paris Major,726228,Zeng ''Ori'' Jiaoyang?,7-8th
EPICENTER Major,726228,Zeng ''Ori'' Jiaoyang?,1st
The International 2019,726228,Zeng ''Ori'' Jiaoyang?,5-6th
DreamLeague Season 11,2626685,Zhai ''一'' Jingkai ,5-6th
MDL Disneyland? Paris Major,2626685,Zhai ''一'' Jingkai ,9-12th
The International 2019,2626685,Zhai ''一'' Jingkai ,13-16th
EPICENTER Major,6209804,Zhang ''LaNm'' Zhicheng,9-12th
The International 2019,6209804,Zhang ''LaNm'' Zhicheng,7-8th
MDL Changsha Major,726228,Zhang ''LaNm'' Zhicheng ,3rd
ESL One Birmingham 2018,726228,Zhang ''LaNm'' Zhicheng ,10-12th
China Dota2 Supermajor,726228,Zhang ''LaNm'' Zhicheng ,5-6th
The International 2018,726228,Zhang ''LaNm'' Zhicheng ,9-12th
MDL Changsha Major,726228,Zhang ''Paparazi灬'' Chengjun,3rd
ESL One Birmingham 2018,726228,Zhang ''Paparazi灬'' Chengjun,10-12th
China Dota2 Supermajor,726228,Zhang ''Paparazi灬'' Chengjun,5-6th
The International 2018,726228,Zhang ''Paparazi灬'' Chengjun,9-12th
The Kuala Lumpur Major,726228,Zhang ''Paparazi灬'' Chengjun,7-8th
The Chongqing Major,726228,Zhang ''Paparazi灬'' Chengjun,7-8th
DreamLeague Season 11,726228,Zhang ''Paparazi灬'' Chengjun,1st
MDL Disneyland? Paris Major,726228,Zhang ''Paparazi灬'' Chengjun,7-8th
EPICENTER Major,726228,Zhang ''Paparazi灬'' Chengjun,1st
The International 2019,726228,Zhang ''Paparazi灬'' Chengjun,5-6th
MDL Changsha Major,726228,Zhou ''HK'' Haokang,3rd
ESL One Birmingham 2018,726228,Zhou ''HK'' Haokang,10-12th
China Dota2 Supermajor,726228,Zhou ''HK'' Haokang,5-6th
The International 2018,726228,Zhou ''HK'' Haokang,9-12th
The Kuala Lumpur Major,726228,Zhou ''HK'' Haokang,7-8th
The Chongqing Major,726228,Zhou ''HK'' Haokang,7-8th
DreamLeague Season 11,726228,Zhou ''HK'' Haokang,1st
MDL Disneyland? Paris Major,726228,Zhou ''HK'' Haokang,7-8th
EPICENTER Major,726228,Zhou ''HK'' Haokang,1st
The International 2019,726228,Zhou ''HK'' Haokang,5-6th
The Kuala Lumpur Major,726228,Zhou?''Yang''?Haiyang,7-8th
The Chongqing Major,726228,Zhou?''Yang''?Haiyang,7-8th
DreamLeague Season 11,726228,Zhou?''Yang''?Haiyang,1st
MDL Disneyland? Paris Major,726228,Zhou?''Yang''?Haiyang,7-8th
EPICENTER Major,726228,Zhou?''Yang''?Haiyang,1st
The International 2019,726228,Zhou?''Yang''?Haiyang,5-6th
